INDUSTRY,YEAR,SATIS,CONFIRM,IDEAL,OVERALLX,CUSTOMX,WRONGX,OVERALLQ,CUSTOMQ,WRONGQ,PQ,QP,COMP,HANDLE,REPUR,HIGHPTOL,LOWPTOL,AGE,EDUCAT,HISPANIC,RACE_1,RACE_2,RACE_3,RACE_4,RACE_5,INCOME,GENDER,ZIPCODE
3013.0,2015.0,5.0,3.0,1.0,10.0,10.0,10.0,7.0,8.0,4.0,8.0,8.0,1.0,8.0,1.0,,26.0,48.0,2.0,0.0,1.0,,,,,4.0,2.0,76245
3013.0,2015.0,7.0,5.0,5.0,10.0,9.0,10.0,7.0,8.0,8.0,4.0,5.0,1.0,8.0,8.0,26.0,,58.0,3.0,0.0,1.0,,,,,2.0,2.0,97367
3013.0,2015.0,3.0,1.0,1.0,10.0,10.0,10.0,2.0,1.0,2.0,1.0,1.0,0.0,,1.0,,25.0,19.0,2.0,0.0,1.0,,,,,1.0,1.0,14726
3013.0,2015.0,9.0,7.0,5.0,8.0,7.0,6.0,6.0,7.0,6.0,7.0,8.0,1.0,9.0,8.0,26.0,,35.0,2.0,0.0,1.0,,,,,2.0,2.0,65625
3013.0,2015.0,9.0,6.0,7.0,10.0,10.0,10.0,8.0,8.0,7.0,6.0,8.0,0.0,,7.0,15.0,,35.0,4.0,0.0,1.0,,,,,3.0,2.0,47250
3013.0,2015.0,8.0,5.0,5.0,10.0,10.0,5.0,6.0,6.0,5.0,6.0,6.0,0.0,,6.0,,,46.0,2.0,0.0,1.0,,,,,3.0,2.0,04029
3013.0,2015.0,6.0,6.0,6.0,10.0,10.0,10.0,7.0,6.0,6.0,6.0,6.0,1.0,10.0,,,,67.0,4.0,0.0,1.0,,,,,7.0,1.0,08015
3013.0,2015.0,6.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,6.0,1.0,4.0,4.0,,,55.0,4.0,0.0,1.0,,,,,7.0,1.0,19468
3013.0,2015.0,5.0,3.0,1.0,8.0,9.0,9.0,7.0,3.0,4.0,3.0,4.0,0.0,,5.0,,25.0,38.0,4.0,0.0,1.0,,,,,7.0,2.0,50263
3013.0,2015.0,7.0,2.0,5.0,7.0,7.0,5.0,7.0,6.0,4.0,7.0,7.0,0.0,,6.0,,,68.0,3.0,0.0,1.0,,,,,1.0,2.0,80516
3013.0,2015.0,7.0,7.0,7.0,9.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,0.0,,7.0,25.0,,66.0,4.0,0.0,1.0,,,,,5.0,2.0,10977
3013.0,2015.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,0.0,,7.0,10.0,,32.0,4.0,0.0,1.0,,,,,7.0,1.0,61853
3013.0,2015.0,8.0,6.0,6.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0,9.0,1.0,10.0,8.0,,,61.0,3.0,0.0,1.0,,,,,5.0,2.0,38555
3013.0,2015.0,8.0,6.0,7.0,10.0,10.0,10.0,8.0,8.0,5.0,10.0,8.0,0.0,,8.0,26.0,,34.0,1.0,0.0,1.0,,,,,1.0,2.0,72845
3013.0,2015.0,9.0,8.0,9.0,10.0,9.0,10.0,10.0,10.0,9.0,7.0,7.0,0.0,,10.0,10.0,,71.0,3.0,0.0,1.0,,,,,3.0,1.0,53223
3013.0,2015.0,7.0,6.0,7.0,8.0,7.0,5.0,8.0,7.0,5.0,7.0,7.0,0.0,,8.0,5.0,,50.0,3.0,0.0,1.0,,,,,7.0,1.0,98058
3013.0,2015.0,4.0,4.0,4.0,10.0,10.0,9.0,7.0,5.0,5.0,3.0,4.0,1.0,6.0,3.0,,26.0,51.0,3.0,0.0,1.0,,,,,6.0,2.0,61080
3013.0,2015.0,8.0,7.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,10.0,1.0,10.0,10.0,26.0,,31.0,3.0,0.0,1.0,,,,,2.0,2.0,78237
3013.0,2015.0,7.0,7.0,6.0,8.0,7.0,6.0,8.0,7.0,8.0,3.0,3.0,0.0,,7.0,5.0,,39.0,5.0,1.0,1.0,,,,,5.0,2.0,97702
3013.0,2015.0,8.0,8.0,6.0,9.0,8.0,8.0,9.0,8.0,5.0,8.0,8.0,0.0,,7.0,10.0,,68.0,4.0,0.0,1.0,,,,,7.0,1.0,32137
3013.0,2015.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,1.0,7.0,6.0,,,48.0,3.0,0.0,4.0,,,,,5.0,1.0,92612
3013.0,2015.0,5.0,3.0,5.0,7.0,7.0,5.0,5.0,5.0,2.0,5.0,5.0,1.0,9.0,,,,38.0,5.0,0.0,4.0,,,,,,2.0,14813
3013.0,2015.0,7.0,6.0,7.0,8.0,7.0,8.0,8.0,8.0,9.0,6.0,6.0,0.0,,8.0,,,56.0,2.0,0.0,1.0,,,,,4.0,2.0,07403
3013.0,2015.0,7.0,7.0,7.0,9.0,9.0,9.0,7.0,7.0,8.0,7.0,7.0,1.0,9.0,7.0,,,51.0,3.0,0.0,1.0,,,,,2.0,1.0,68701
3013.0,2015.0,3.0,3.0,2.0,10.0,6.0,9.0,5.0,5.0,4.0,3.0,3.0,1.0,7.0,1.0,,26.0,65.0,5.0,0.0,1.0,,,,,7.0,2.0,98053
3013.0,2015.0,7.0,6.0,7.0,8.0,8.0,2.0,8.0,8.0,9.0,7.0,6.0,0.0,,7.0,0.0,,67.0,3.0,0.0,1.0,,,,,4.0,1.0,92407
3013.0,2015.0,8.0,8.0,8.0,8.0,10.0,7.0,8.0,6.0,9.0,7.0,7.0,1.0,8.0,8.0,10.0,,64.0,3.0,0.0,1.0,,,,,2.0,2.0,85629
3013.0,2015.0,4.0,4.0,2.0,9.0,6.0,9.0,6.0,6.0,5.0,4.0,4.0,0.0,,5.0,,10.0,53.0,4.0,0.0,1.0,,,,,7.0,1.0,11783
3013.0,2015.0,9.0,8.0,8.0,8.0,9.0,7.0,8.0,8.0,6.0,8.0,8.0,0.0,,8.0,,,68.0,3.0,0.0,1.0,,,,,,2.0,33713
3013.0,2015.0,8.0,7.0,8.0,10.0,8.0,,9.0,9.0,8.0,7.0,9.0,0.0,,9.0,,,69.0,5.0,0.0,1.0,,,,,,1.0,15241
3013.0,2015.0,7.0,6.0,4.0,9.0,8.0,7.0,7.0,6.0,5.0,7.0,7.0,1.0,8.0,6.0,5.0,,48.0,3.0,0.0,1.0,,,,,6.0,1.0,89436
3013.0,2015.0,6.0,7.0,6.0,7.0,,8.0,7.0,6.0,7.0,6.0,8.0,0.0,,,,,23.0,3.0,0.0,1.0,,,,,3.0,1.0,92675
3013.0,2015.0,10.0,4.0,10.0,9.0,9.0,5.0,10.0,9.0,8.0,8.0,9.0,0.0,,10.0,,,19.0,2.0,1.0,1.0,,,,,1.0,1.0,77803
3013.0,2015.0,8.0,6.0,7.0,9.0,8.0,10.0,8.0,8.0,6.0,6.0,7.0,1.0,7.0,7.0,15.0,,66.0,3.0,0.0,1.0,,,,,2.0,2.0,76021
3013.0,2015.0,4.0,4.0,1.0,6.0,6.0,8.0,7.0,8.0,4.0,5.0,5.0,1.0,10.0,8.0,0.0,,70.0,5.0,0.0,1.0,,,,,4.0,1.0,05753
3013.0,2015.0,7.0,5.0,3.0,10.0,8.0,9.0,7.0,7.0,5.0,7.0,6.0,0.0,,7.0,10.0,,53.0,4.0,0.0,1.0,,,,,5.0,2.0,28607
3013.0,2015.0,6.0,6.0,5.0,8.0,8.0,9.0,8.0,6.0,7.0,7.0,6.0,1.0,7.0,6.0,5.0,,57.0,2.0,0.0,1.0,,,,,7.0,2.0,63366
3013.0,2015.0,9.0,9.0,8.0,9.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0,1.0,9.0,7.0,,,52.0,2.0,0.0,1.0,,,,,1.0,2.0,33139
3013.0,2015.0,8.0,7.0,7.0,10.0,10.0,9.0,9.0,9.0,8.0,8.0,7.0,0.0,,7.0,,,39.0,3.0,0.0,1.0,,,,,,1.0,02891
3013.0,2015.0,8.0,8.0,8.0,8.0,7.0,4.0,8.0,8.0,5.0,8.0,8.0,1.0,8.0,7.0,25.0,,51.0,4.0,0.0,1.0,,,,,3.0,1.0,16046
3013.0,2015.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,7.0,5.0,1.0,8.0,2.0,,26.0,49.0,5.0,0.0,1.0,,,,,7.0,1.0,33131
3013.0,2015.0,7.0,7.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,6.0,7.0,0.0,,6.0,10.0,,54.0,4.0,0.0,1.0,,,,,7.0,1.0,83406
3013.0,2015.0,7.0,6.0,6.0,9.0,9.0,8.0,7.0,7.0,5.0,7.0,7.0,1.0,8.0,7.0,10.0,,29.0,3.0,0.0,6.0,,,,,3.0,2.0,43219
3013.0,2015.0,7.0,7.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,26.0,,26.0,4.0,0.0,2.0,,,,,4.0,1.0,63137
3013.0,2015.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,2.0,7.0,8.0,0.0,,8.0,101.0,,54.0,5.0,0.0,1.0,,,,,6.0,2.0,
3013.0,2015.0,8.0,7.0,6.0,9.0,8.0,6.0,8.0,8.0,8.0,7.0,7.0,1.0,8.0,7.0,15.0,,31.0,4.0,0.0,4.0,,,,,6.0,2.0,50525
3013.0,2015.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,9.0,10.0,8.0,8.0,0.0,,5.0,,,36.0,4.0,0.0,1.0,3.0,,,,3.0,1.0,73703
3013.0,2015.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,,4.0,,,37.0,2.0,0.0,1.0,,,,,2.0,2.0,04001
3013.0,2015.0,8.0,8.0,7.0,8.0,8.0,7.0,9.0,8.0,8.0,7.0,9.0,0.0,,8.0,,,24.0,5.0,0.0,1.0,,,,,6.0,1.0,06905
3013.0,2015.0,7.0,5.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,8.0,7.0,5.0,,53.0,5.0,0.0,1.0,,,,,5.0,2.0,92069
3013.0,2015.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,1.0,9.0,7.0,25.0,,75.0,3.0,,,,,,,,2.0,11803
3013.0,2015.0,8.0,8.0,8.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,,,50.0,2.0,0.0,1.0,,,,,1.0,1.0,30535
3013.0,2015.0,7.0,6.0,7.0,7.0,8.0,9.0,8.0,8.0,8.0,5.0,7.0,0.0,,7.0,,,52.0,3.0,0.0,1.0,,,,,1.0,2.0,02150
3013.0,2015.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,5.0,8.0,8.0,0.0,,8.0,,,50.0,2.0,1.0,6.0,,,,,1.0,2.0,60655
3013.0,2015.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,0.0,,8.0,25.0,,59.0,2.0,0.0,1.0,,,,,,2.0,92376
3013.0,2015.0,8.0,8.0,7.0,8.0,9.0,8.0,9.0,9.0,9.0,7.0,8.0,0.0,,7.0,10.0,,44.0,5.0,0.0,1.0,,,,,7.0,2.0,22153
3013.0,2015.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,9.0,0.0,,10.0,5.0,,67.0,4.0,0.0,1.0,,,,,3.0,1.0,31313
3013.0,2015.0,7.0,6.0,6.0,9.0,6.0,10.0,7.0,7.0,6.0,7.0,7.0,1.0,8.0,7.0,10.0,,73.0,3.0,0.0,1.0,,,,,,1.0,59803
3013.0,2015.0,9.0,8.0,8.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,9.0,1.0,8.0,9.0,25.0,,62.0,3.0,0.0,1.0,,,,,7.0,2.0,32746
3013.0,2015.0,9.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,8.0,1.0,8.0,10.0,,,47.0,3.0,0.0,1.0,,,,,4.0,1.0,99212
3013.0,2015.0,6.0,8.0,6.0,,10.0,10.0,10.0,10.0,10.0,4.0,4.0,0.0,,4.0,,26.0,72.0,5.0,0.0,1.0,,,,,3.0,2.0,74435
3013.0,2015.0,8.0,8.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,8.0,0.0,,9.0,15.0,,70.0,2.0,0.0,1.0,,,,,3.0,2.0,27260
3013.0,2015.0,7.0,6.0,7.0,6.0,9.0,10.0,9.0,9.0,9.0,7.0,8.0,,,,,,28.0,4.0,0.0,1.0,4.0,,,,6.0,2.0,85254
3013.0,2015.0,6.0,5.0,5.0,3.0,5.0,6.0,8.0,7.0,8.0,6.0,6.0,0.0,,7.0,,,46.0,4.0,0.0,1.0,,,,,7.0,1.0,85008
3013.0,2015.0,9.0,9.0,9.0,9.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,1.0,9.0,10.0,10.0,,27.0,4.0,0.0,1.0,,,,,6.0,2.0,32607
3013.0,2015.0,8.0,,8.0,10.0,10.0,9.0,8.0,10.0,9.0,9.0,9.0,1.0,10.0,10.0,,,84.0,4.0,0.0,1.0,,,,,,2.0,79912
3013.0,2015.0,3.0,3.0,2.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,9.0,2.0,,,61.0,5.0,0.0,1.0,,,,,7.0,1.0,32225
3013.0,2015.0,8.0,4.0,6.0,7.0,5.0,9.0,7.0,8.0,8.0,5.0,5.0,1.0,9.0,,,,72.0,5.0,,1.0,2.0,3.0,4.0,6.0,4.0,1.0,37601
3013.0,2015.0,7.0,6.0,4.0,10.0,10.0,10.0,8.0,7.0,7.0,6.0,7.0,1.0,8.0,,,,40.0,4.0,0.0,6.0,,,,,4.0,1.0,11738
3013.0,2015.0,4.0,4.0,1.0,5.0,6.0,7.0,5.0,5.0,5.0,4.0,4.0,1.0,8.0,1.0,,101.0,64.0,3.0,0.0,1.0,,,,,2.0,2.0,83647
3013.0,2015.0,6.0,5.0,4.0,9.0,8.0,8.0,7.0,5.0,3.0,6.0,7.0,1.0,7.0,3.0,,25.0,58.0,2.0,0.0,1.0,,,,,,2.0,18106
3013.0,2015.0,7.0,6.0,3.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,0.0,,6.0,26.0,,32.0,4.0,0.0,4.0,,,,,6.0,1.0,91106
3013.0,2015.0,8.0,6.0,7.0,10.0,10.0,10.0,7.0,8.0,8.0,6.0,7.0,0.0,,9.0,,,71.0,3.0,0.0,1.0,,,,,2.0,1.0,48170
3013.0,2015.0,7.0,5.0,6.0,9.0,7.0,7.0,9.0,7.0,7.0,5.0,5.0,1.0,8.0,7.0,,,72.0,3.0,1.0,1.0,,,,,2.0,1.0,32720
3013.0,2015.0,7.0,3.0,8.0,10.0,10.0,10.0,8.0,8.0,7.0,7.0,7.0,,,6.0,26.0,,60.0,3.0,0.0,1.0,,,,,2.0,2.0,17856
3013.0,2015.0,8.0,5.0,6.0,9.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,7.0,1.0,,52.0,3.0,0.0,1.0,,,,,4.0,1.0,80917
3013.0,2015.0,8.0,7.0,7.0,9.0,9.0,8.0,9.0,9.0,10.0,7.0,8.0,0.0,,8.0,,,40.0,4.0,0.0,1.0,,,,,6.0,2.0,72762
3013.0,2015.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0,8.0,6.0,8.0,8.0,1.0,8.0,8.0,26.0,,56.0,4.0,0.0,1.0,,,,,,2.0,62958
3013.0,2015.0,8.0,6.0,7.0,9.0,9.0,10.0,10.0,9.0,9.0,8.0,7.0,0.0,,8.0,25.0,,61.0,3.0,0.0,1.0,,,,,1.0,1.0,97333
3013.0,2015.0,9.0,8.0,9.0,10.0,8.0,7.0,8.0,8.0,9.0,10.0,9.0,0.0,,10.0,10.0,,46.0,3.0,0.0,1.0,,,,,6.0,1.0,70454
3013.0,2015.0,7.0,6.0,4.0,10.0,7.0,6.0,7.0,9.0,7.0,5.0,5.0,1.0,9.0,,,,66.0,2.0,0.0,1.0,,,,,4.0,2.0,10040
3013.0,2015.0,9.0,7.0,7.0,9.0,9.0,8.0,9.0,10.0,8.0,7.0,8.0,0.0,,9.0,26.0,,42.0,4.0,1.0,1.0,,,,,,2.0,92120
3013.0,2015.0,8.0,6.0,7.0,9.0,8.0,9.0,9.0,9.0,9.0,6.0,6.0,0.0,,8.0,10.0,,65.0,5.0,0.0,1.0,,,,,7.0,1.0,87124
3013.0,2015.0,8.0,7.0,5.0,7.0,6.0,4.0,6.0,6.0,9.0,9.0,9.0,1.0,10.0,5.0,,10.0,53.0,4.0,0.0,1.0,,,,,7.0,1.0,45140
3013.0,2015.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,1.0,7.0,7.0,,,71.0,5.0,0.0,1.0,,,,,,1.0,32803
3013.0,2015.0,7.0,7.0,7.0,9.0,9.0,2.0,8.0,7.0,8.0,7.0,7.0,1.0,9.0,7.0,10.0,,68.0,4.0,0.0,1.0,,,,,4.0,2.0,32940
3013.0,2015.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,0.0,,9.0,10.0,,51.0,4.0,0.0,1.0,,,,,7.0,1.0,14072
3013.0,2015.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,,8.0,1.0,,74.0,3.0,0.0,1.0,,,,,4.0,2.0,33709
3013.0,2015.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,9.0,10.0,0.0,,10.0,10.0,,41.0,3.0,0.0,1.0,,,,,7.0,1.0,50158
3013.0,2015.0,7.0,7.0,7.0,7.0,8.0,10.0,8.0,8.0,9.0,6.0,7.0,0.0,,7.0,10.0,,46.0,3.0,0.0,1.0,,,,,5.0,1.0,64060
3013.0,2015.0,9.0,5.0,7.0,8.0,7.0,9.0,8.0,8.0,8.0,9.0,8.0,0.0,,9.0,20.0,,28.0,5.0,0.0,4.0,,,,,6.0,2.0,94015
3013.0,2015.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,0.0,,8.0,10.0,,33.0,5.0,0.0,1.0,,,,,7.0,2.0,33626
3013.0,2015.0,8.0,8.0,7.0,7.0,7.0,10.0,8.0,8.0,4.0,8.0,8.0,1.0,9.0,8.0,10.0,,28.0,3.0,0.0,1.0,,,,,4.0,1.0,46714
3013.0,2015.0,10.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,9.0,1.0,10.0,10.0,1.0,,80.0,3.0,0.0,1.0,,,,,2.0,2.0,49091
3013.0,2015.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,9.0,8.0,0.0,,8.0,5.0,,25.0,3.0,0.0,1.0,,,,,3.0,2.0,41076
3013.0,2015.0,7.0,6.0,7.0,9.0,9.0,9.0,9.0,8.0,4.0,7.0,7.0,1.0,9.0,7.0,10.0,,44.0,2.0,0.0,2.0,,,,,2.0,2.0,38388
3013.0,2015.0,8.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,9.0,8.0,8.0,1.0,8.0,8.0,,,25.0,3.0,1.0,6.0,,,,,1.0,1.0,93277
3013.0,2015.0,7.0,6.0,8.0,9.0,9.0,8.0,9.0,9.0,10.0,8.0,8.0,0.0,,7.0,5.0,,59.0,4.0,0.0,2.0,,,,,5.0,2.0,19702
3013.0,2015.0,8.0,8.0,7.0,8.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,1.0,8.0,,,,23.0,3.0,0.0,1.0,4.0,,,,4.0,2.0,37042
3013.0,2015.0,8.0,5.0,6.0,10.0,7.0,10.0,8.0,8.0,7.0,7.0,7.0,0.0,,5.0,,,32.0,2.0,0.0,1.0,,,,,3.0,2.0,45877
3013.0,2015.0,8.0,7.0,8.0,9.0,9.0,8.0,8.0,7.0,6.0,8.0,7.0,1.0,9.0,8.0,20.0,,54.0,4.0,0.0,1.0,,,,,,2.0,95503
3013.0,2015.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,9.0,9.0,0.0,,9.0,26.0,,68.0,2.0,0.0,1.0,,,,,1.0,2.0,29307
3013.0,2015.0,9.0,8.0,9.0,10.0,9.0,10.0,9.0,9.0,10.0,8.0,9.0,0.0,,10.0,26.0,,55.0,2.0,0.0,1.0,,,,,2.0,2.0,10461
3013.0,2015.0,7.0,5.0,5.0,10.0,8.0,8.0,8.0,6.0,6.0,6.0,7.0,0.0,,,,,74.0,4.0,0.0,1.0,,,,,4.0,1.0,74801
3013.0,2015.0,7.0,6.0,4.0,,6.0,10.0,9.0,9.0,10.0,4.0,4.0,1.0,3.0,,,,67.0,5.0,0.0,1.0,,,,,,1.0,60645
3013.0,2015.0,8.0,8.0,7.0,9.0,9.0,9.0,9.0,2.0,2.0,8.0,8.0,0.0,,6.0,26.0,,31.0,2.0,0.0,1.0,,,,,,1.0,33596
3013.0,2015.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,6.0,8.0,1.0,9.0,9.0,20.0,,56.0,4.0,0.0,1.0,,,,,1.0,1.0,46835
3013.0,2015.0,10.0,8.0,9.0,9.0,10.0,9.0,9.0,9.0,7.0,8.0,9.0,0.0,,10.0,15.0,,68.0,3.0,0.0,1.0,,,,,5.0,1.0,91016
3013.0,2015.0,8.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,9.0,7.0,9.0,1.0,9.0,9.0,26.0,,70.0,2.0,0.0,1.0,,,,,2.0,2.0,92504
3013.0,2015.0,6.0,6.0,4.0,7.0,6.0,10.0,7.0,6.0,4.0,4.0,4.0,0.0,,6.0,5.0,,77.0,3.0,0.0,1.0,,,,,4.0,2.0,11756
3013.0,2015.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,0.0,,8.0,,,65.0,5.0,0.0,2.0,,,,,2.0,2.0,37218
3013.0,2015.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,10.0,,60.0,3.0,0.0,1.0,,,,,7.0,1.0,85383
3013.0,2015.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,1.0,8.0,9.0,26.0,,83.0,5.0,0.0,1.0,,,,,3.0,2.0,18451
3013.0,2015.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,0.0,,8.0,101.0,,61.0,3.0,0.0,1.0,,,,,4.0,1.0,48436
3013.0,2015.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,,9.0,15.0,,55.0,5.0,0.0,1.0,,,,,7.0,1.0,94606
3013.0,2015.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,10.0,9.0,9.0,0.0,,9.0,5.0,,85.0,5.0,0.0,1.0,,,,,5.0,2.0,38558
3013.0,2015.0,9.0,8.0,9.0,8.0,7.0,9.0,8.0,9.0,8.0,7.0,8.0,0.0,,9.0,,,45.0,3.0,1.0,1.0,,,,,4.0,2.0,92553
3013.0,2015.0,8.0,8.0,10.0,9.0,8.0,10.0,8.0,8.0,8.0,9.0,9.0,,,10.0,,,32.0,3.0,0.0,1.0,,,,,5.0,2.0,17315
3013.0,2015.0,10.0,8.0,9.0,,,,8.0,8.0,8.0,7.0,9.0,0.0,,10.0,,,74.0,4.0,0.0,1.0,,,,,1.0,2.0,04063
3013.0,2015.0,9.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,,9.0,10.0,,71.0,5.0,0.0,1.0,,,,,7.0,1.0,89145
3013.0,2015.0,9.0,8.0,8.0,9.0,9.0,,9.0,9.0,3.0,7.0,8.0,1.0,8.0,9.0,,,23.0,3.0,0.0,1.0,,,,,1.0,2.0,62522
3013.0,2015.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,1.0,9.0,10.0,101.0,,65.0,5.0,0.0,1.0,,,,,3.0,2.0,28604
3013.0,2015.0,9.0,,,9.0,9.0,8.0,9.0,9.0,8.0,,9.0,0.0,,9.0,,,67.0,4.0,0.0,1.0,,,,,4.0,2.0,13642
3013.0,2015.0,8.0,6.0,8.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,1.0,10.0,9.0,0.0,,50.0,2.0,0.0,1.0,,,,,4.0,2.0,29204
3013.0,2015.0,6.0,6.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,0.0,,6.0,26.0,,60.0,3.0,0.0,1.0,,,,,7.0,1.0,92663
3013.0,2015.0,10.0,8.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,8.0,10.0,0.0,,10.0,26.0,,81.0,4.0,0.0,1.0,,,,,5.0,2.0,78748
3013.0,2015.0,7.0,3.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,1.0,,5.0,,,40.0,3.0,0.0,1.0,,,,,6.0,1.0,15801
3013.0,2015.0,7.0,5.0,6.0,3.0,8.0,7.0,6.0,7.0,4.0,8.0,7.0,0.0,,1.0,,25.0,34.0,,0.0,1.0,,,,,3.0,2.0,78130
3013.0,2015.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,10.0,9.0,20.0,,68.0,3.0,0.0,1.0,,,,,3.0,1.0,32935
3013.0,2015.0,10.0,8.0,8.0,10.0,10.0,10.0,9.0,9.0,9.0,6.0,7.0,1.0,8.0,10.0,10.0,,51.0,4.0,0.0,1.0,,,,,7.0,2.0,73020
3013.0,2015.0,8.0,7.0,8.0,7.0,10.0,9.0,6.0,7.0,5.0,9.0,8.0,1.0,,,,,36.0,4.0,0.0,1.0,,,,,1.0,2.0,78593
3013.0,2015.0,7.0,7.0,5.0,10.0,10.0,8.0,7.0,7.0,6.0,6.0,7.0,1.0,9.0,6.0,26.0,,68.0,2.0,0.0,1.0,,,,,,2.0,49504
3013.0,2015.0,9.0,9.0,10.0,10.0,10.0,8.0,10.0,10.0,8.0,10.0,10.0,0.0,,10.0,25.0,,48.0,3.0,0.0,1.0,,,,,3.0,2.0,29456
3013.0,2015.0,9.0,7.0,6.0,9.0,9.0,8.0,5.0,8.0,6.0,4.0,6.0,1.0,9.0,5.0,,,75.0,2.0,0.0,1.0,,,,,5.0,2.0,26757
3013.0,2015.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,,8.0,,,44.0,4.0,1.0,1.0,,,,,5.0,1.0,67801
3013.0,2015.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,1.0,9.0,10.0,,,56.0,4.0,0.0,1.0,,,,,5.0,1.0,35124
3013.0,2015.0,9.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,10.0,10.0,,,45.0,4.0,0.0,1.0,,,,,2.0,2.0,83221
3013.0,2015.0,10.0,8.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,1.0,10.0,7.0,20.0,,71.0,4.0,0.0,1.0,,,,,5.0,1.0,48047
3013.0,2015.0,8.0,7.0,7.0,10.0,10.0,10.0,8.0,8.0,10.0,8.0,8.0,1.0,10.0,,,,69.0,2.0,0.0,1.0,,,,,2.0,2.0,14411
3013.0,2015.0,9.0,8.0,7.0,10.0,2.0,10.0,8.0,10.0,6.0,6.0,7.0,1.0,10.0,,,,31.0,1.0,0.0,1.0,,,,,2.0,2.0,04221
